,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
Rb3Nb2AsSe11,mp-683902,10.57313838,1.8499,75416.276,57141.943,75416.276
Mg2SnO4,mp-34022,8.313650873333334,4.4048,73031.77900000001,75977.168,75977.168
SrPS3,mp-9788,8.802932599999998,4.4154,76417.813,72043.727,76417.813
Cu2GeSe3,mp-4728,1.252491603333333,0.1735999999999999,78020.359,77026.492,78020.359
KBaAsSe3,mp-1191826,9.379677163333334,2.3362,78181.853,67038.068,78181.853
KBa3(BiO3)4,mp-1223500,14.9054501,0.0,78634.35399999999,71773.14199999999,78634.35399999999
KLiSi2O5,mp-558102,7.947066893333334,6.5814,80157.85500000001,73884.17199999999,80157.85500000001
Cs2NaVO4,mp-19447,7.355026793333334,5.4295,81650.007,76863.649,81650.007
SrTiGeO5,mp-559957,29.229149476666663,4.475,83041.205,57687.615000000005,83041.205
Ta2Ni3Se8,mp-541509,22.843161496666667,0.7117,84177.76999999999,82911.549,84177.76999999999
NaPPdS4,mp-559446,8.528103786666666,2.3788,84442.37400000001,83187.824,84442.37400000001
K2Pb2O3,mp-20694,10.62725928,2.7993,85055.717,82109.084,85055.717
NaNbSe2,mp-7939,13.902626893333332,0.9951999999999996,85123.381,84573.61499999999,85123.381
Na2TeO3,mp-541619,7.917463843333333,4.2242,86243.304,83897.821,86243.304
TlBi(PSe3)2,mp-567864,2.3027553366666664,1.7818999999999998,87118.006,69317.772,87118.006
AsRhS,mp-1228745,22.88043122,2.0865,88540.409,89555.333,89555.333
InAg(PSe3)2,mp-20902,14.209155253333332,1.4364000000000003,90086.277,88479.699,90086.277
Zn(SbO3)2,mp-3188,11.72739768,2.5007,89989.994,90327.433,90327.433
Na2TeSe3,mp-573581,10.579064646666664,1.6357999999999997,90401.701,75788.76000000001,90401.701
La(YS2)3,mp-1211293,15.934004673333334,1.7713,90714.238,81954.239,90714.238
NaHf2CuSe5,mp-571189,25.43677818666667,1.1818999999999995,93886.491,88043.35800000001,93886.491
Hf2CS,mp-13137,2.3415945933333333,0.0,94694.652,95055.934,95055.934
TaV(Cu3S4)2,mp-1217849,7.338131166666667,2.26,94368.158,96757.5,96757.5
Ta2NiSe5,mp-541070,1.114648036666667,0.0,98496.923,94132.296,98496.923
